Record_ID,Crop,State,Region,Pest_Name,Pest_Type,Month_Reported,Incidence_Percent,Incidence_Level,Probable_Cause,Recommended_Control,Control_Type,Source,Imputed_Flag,Incidence_Percent_Imputed,Year
348,Onion,Rajasthan,West,Coffee Berry Borer,Insect,December,23.1,Low,Uncontrolled weeds,Crop rotation and field sanitation,Cultural,KVK alert,False,23.1,2025
349,Banana,Telangana,South,Fall Armyworm,Insect,May,84.9,High,Delayed sowing,Apply recommended fungicides,Chemical,PPQS report,False,84.9,2025
350,Cotton,Uttarakhand,North,Sigatoka,Fungal,March,79.8,High,Uncontrolled weeds,Crop rotation and field sanitation,Cultural,State Agriculture Dept,False,79.8,2025
351,Cotton,Jharkhand,East,Thrips,Insect,June,11.0,Low,Delayed sowing,Crop rotation and field sanitation,Cultural,State Agriculture Dept,False,11.0,2025
352,Okra,Haryana,North,Fruit Borer,Insect,March,22.4,Low,Unbalanced fertilizer use,Use sticky traps and neem oil,IPM,PPQS report,False,22.4,2025
353,Apple,Uttarakhand,North,Wilt,Fungal,September,67.0,High,Continuous monocropping,Integrated Pest Management practices,IPM,KVK alert,False,67.0,2025
354,Maize,Tamil Nadu,South,Tea Mosquito Bug,Insect,March,48.4,Medium,Uncontrolled weeds,Adopt resistant varieties,Cultural,State Agriculture Dept,False,48.4,2025
355,Sugarcane,Rajasthan,West,Coffee Berry Borer,Insect,October,87.6,High,Poor drainage,Adopt resistant varieties,Cultural,State Agriculture Dept,False,87.6,2025
356,Rice,Tamil Nadu,South,Leaf Rust,Fungal,March,21.4,Low,Unbalanced fertilizer use,Crop rotation and field sanitation,Cultural,PPQS report,False,21.4,2025
357,Potato,Kerala,South,Stem Borer,Insect,July,72.7,High,Continuous monocropping,Use pheromone traps and neem spray,Biological,KVK alert,False,72.7,2025
358,Mustard,Telangana,South,Leaf Rust,Fungal,February,,,Delayed sowing,Release Trichogramma parasitoids,Biological,ICAR advisory,True,43.8,2025
359,Groundnut,Telangana,South,Stem Borer,Insect,May,70.4,High,Continuous monocropping,Release Trichogramma parasitoids,Biological,PPQS report,False,70.4,2025
360,Tea,Gujarat,West,Blast,Fungal,November,17.3,Low,Uncontrolled weeds,Release Trichogramma parasitoids,Biological,State Agriculture Dept,False,17.3,2025
361,Banana,Maharashtra,West,Tea Mosquito Bug,Insect,September,59.0,Medium,Delayed sowing,Release Trichogramma parasitoids,Biological,ICAR advisory,False,59.0,2025
362,Cotton,Chhattisgarh,Central,Sigatoka,Fungal,January,67.3,High,Uncontrolled weeds,Apply recommended fungicides,Chemical,Farmer field report,False,67.3,2025
363,Rice,Tamil Nadu,South,Coffee Berry Borer,Insect,April,78.1,High,Heavy rainfall and waterlogging,Crop rotation and field sanitation,Cultural,Farmer field report,False,78.1,2025
364,Tomato,Rajasthan,West,Tikka Leaf Spot,Fungal,February,38.4,Medium,High temperature stress,Integrated Pest Management practices,IPM,PPQS report,False,38.4,2025
365,Mango,Madhya Pradesh,Central,Late Blight,Fungal,February,35.1,Medium,Heavy rainfall and waterlogging,Use pheromone traps and neem spray,Biological,Farmer field report,False,35.1,2025
366,Sugarcane,Himachal Pradesh,North,Sigatoka,Fungal,June,54.6,Medium,High humidity,Use pheromone traps and neem spray,Biological,State Agriculture Dept,False,54.6,2025
367,Okra,Tamil Nadu,South,Late Blight,Fungal,May,68.9,High,Heavy rainfall and waterlogging,Apply recommended fungicides,Chemical,Farmer field report,False,68.9,2025
368,Mustard,Bihar,East,Tea Mosquito Bug,Insect,July,15.6,Low,Heavy rainfall and waterlogging,Adopt resistant varieties,Cultural,State Agriculture Dept,False,15.6,2025
369,Tomato,Andhra Pradesh,South,Tikka Leaf Spot,Fungal,August,41.7,Medium,Delayed sowing,Adopt resistant varieties,Cultural,ICAR advisory,False,41.7,2025
370,Cotton,Kerala,South,Late Blight,Fungal,July,88.2,High,Poor drainage,Use pheromone traps and neem spray,Biological,State Agriculture Dept,False,88.2,2025
371,Potato,West Bengal,East,Leaf Rust,Fungal,October,42.3,Medium,Unbalanced fertilizer use,Use sticky traps and neem oil,IPM,KVK alert,False,42.3,2025
372,Okra,Uttar Pradesh,North,Sigatoka,Fungal,December,57.5,Medium,High temperature stress,Crop rotation and field sanitation,Cultural,KVK alert,False,57.5,2025
373,Coffee,Punjab,North,Whitefly,Insect,September,71.4,High,Continuous monocropping,Use pheromone traps and neem spray,Biological,State Agriculture Dept,False,71.4,2025
374,Okra,Himachal Pradesh,North,Leaf Rust,Fungal,November,12.4,Low,High humidity,Use sticky traps and neem oil,IPM,ICAR advisory,False,12.4,2025
375,Okra,Andhra Pradesh,South,Blast,Fungal,July,36.2,Medium,Uncontrolled weeds,Release Trichogramma parasitoids,Biological,Farmer field report,False,36.2,2025
376,Cotton,Karnataka,South,Tikka Leaf Spot,Fungal,September,73.4,High,Unbalanced fertilizer use,Crop rotation and field sanitation,Cultural,KVK alert,False,73.4,2025
377,Okra,Assam,East,Fall Armyworm,Insect,September,78.8,High,Delayed sowing,Use pheromone traps and neem spray,Biological,ICAR advisory,False,78.8,2025
378,Mustard,Tamil Nadu,South,Late Blight,Fungal,August,40.1,Medium,Heavy rainfall and waterlogging,Use pheromone traps and neem spray,Biological,ICAR advisory,False,40.1,2025
379,Tomato,Jharkhand,East,Tikka Leaf Spot,Fungal,May,23.1,Low,High temperature stress,Apply recommended fungicides,Chemical,State Agriculture Dept,False,23.1,2025
380,Pigeonpea,Himachal Pradesh,North,Sigatoka,Fungal,February,49.2,Medium,Delayed sowing,Adopt resistant varieties,Cultural,Farmer field report,False,49.2,2025
381,Tea,Himachal Pradesh,North,Whitefly,Insect,September,50.5,Medium,High temperature stress,Crop rotation and field sanitation,Cultural,KVK alert,False,50.5,2025
382,Tea,Punjab,North,Thrips,Insect,November,88.2,High,Invasive pest spread,Use pheromone traps and neem spray,Biological,ICAR advisory,False,88.2,2025
383,Tea,Telangana,South,Blast,Fungal,June,69.4,High,High humidity,Use sticky traps and neem oil,IPM,State Agriculture Dept,False,69.4,2025
384,Pigeonpea,Tamil Nadu,South,Late Blight,Fungal,June,43.0,Medium,High humidity,Adopt resistant varieties,Cultural,PPQS report,False,43.0,2025
385,Chilli,Madhya Pradesh,Central,Tikka Leaf Spot,Fungal,May,82.8,High,Continuous monocropping,Use sticky traps and neem oil,IPM,State Agriculture Dept,False,82.8,2025
386,Cotton,West Bengal,East,Blast,Fungal,January,13.0,Low,High temperature stress,Release Trichogramma parasitoids,Biological,Farmer field report,False,13.0,2025
387,Mustard,Uttar Pradesh,North,Brown Planthopper,Insect,December,11.8,Low,Invasive pest spread,Integrated Pest Management practices,IPM,Farmer field report,False,11.8,2025
388,Pigeonpea,West Bengal,East,Thrips,Insect,February,18.0,Low,Unbalanced fertilizer use,Crop rotation and field sanitation,Cultural,KVK alert,False,18.0,2025
389,Mango,West Bengal,East,Blast,Fungal,October,87.6,High,Unbalanced fertilizer use,Integrated Pest Management practices,IPM,ICAR advisory,False,87.6,2025
390,Apple,Gujarat,West,Fall Armyworm,Insect,May,,,Excess nitrogen use,Integrated Pest Management practices,IPM,PPQS report,True,50.0,2025
391,Maize,Chhattisgarh,Central,Stem Borer,Insect,October,15.4,Low,Delayed sowing,Integrated Pest Management practices,IPM,KVK alert,False,15.4,2025
392,Potato,Odisha,East,Sigatoka,Fungal,February,34.1,Medium,Uncontrolled weeds,Integrated Pest Management practices,IPM,Farmer field report,False,34.1,2025
393,Onion,Gujarat,West,Late Blight,Fungal,July,51.2,Medium,Delayed sowing,Apply recommended fungicides,Chemical,ICAR advisory,False,51.2,2025
394,Mango,Maharashtra,West,Thrips,Insect,August,87.0,High,Heavy rainfall and waterlogging,Crop rotation and field sanitation,Cultural,Farmer field report,False,87.0,2025
395,Coffee,Haryana,North,Coffee Berry Borer,Insect,October,14.8,Low,Unbalanced fertilizer use,Crop rotation and field sanitation,Cultural,KVK alert,False,14.8,2025
396,Sugarcane,Madhya Pradesh,Central,Blast,Fungal,December,34.0,Medium,High temperature stress,Integrated Pest Management practices,IPM,State Agriculture Dept,False,34.0,2025
397,Maize,Gujarat,West,Tea Mosquito Bug,Insect,July,33.0,Medium,Poor drainage,Crop rotation and field sanitation,Cultural,Farmer field report,False,33.0,2025
398,Chilli,Punjab,North,Leaf Rust,Fungal,February,12.2,Low,Uncontrolled weeds,Integrated Pest Management practices,IPM,KVK alert,False,12.2,2025
399,Apple,Haryana,North,Late Blight,Fungal,November,26.2,Low,Uncontrolled weeds,Apply recommended fungicides,Chemical,ICAR advisory,False,26.2,2025
400,Groundnut,Uttar Pradesh,North,Tikka Leaf Spot,Fungal,September,78.2,High,Heavy rainfall and waterlogging,Use sticky traps and neem oil,IPM,ICAR advisory,False,78.2,2025
401,Wheat,Karnataka,South,Fruit Borer,Insect,October,15.1,Low,High temperature stress,Crop rotation and field sanitation,Cultural,ICAR advisory,False,15.1,2025
402,Pigeonpea,Kerala,South,Leaf Rust,Fungal,February,50.0,Medium,Continuous monocropping,Release Trichogramma parasitoids,Biological,Farmer field report,False,50.0,2025
403,Mango,Uttar Pradesh,North,Whitefly,Insect,February,19.8,Low,Invasive pest spread,Crop rotation and field sanitation,Cultural,Farmer field report,False,19.8,2025
404,Pigeonpea,Madhya Pradesh,Central,Coffee Berry Borer,Insect,July,18.5,Low,Unbalanced fertilizer use,Crop rotation and field sanitation,Cultural,KVK alert,False,18.5,2025
405,Mustard,Uttar Pradesh,North,Tea Mosquito Bug,Insect,October,,,Delayed sowing,Crop rotation and field sanitation,Cultural,ICAR advisory,True,37.7,2025
406,Mustard,Himachal Pradesh,North,Tikka Leaf Spot,Fungal,April,80.4,High,Poor drainage,Crop rotation and field sanitation,Cultural,KVK alert,False,80.4,2025
407,Banana,Bihar,East,Brown Planthopper,Insect,November,58.5,Medium,High humidity,Adopt resistant varieties,Cultural,PPQS report,False,58.5,2025
408,Groundnut,Jharkhand,East,Late Blight,Fungal,May,66.0,High,Continuous monocropping,Release Trichogramma parasitoids,Biological,PPQS report,False,66.0,2025
409,Brinjal,Punjab,North,Brown Planthopper,Insect,July,83.4,High,Uncontrolled weeds,Use pheromone traps and neem spray,Biological,PPQS report,False,83.4,2025
410,Soybean,Gujarat,West,Tea Mosquito Bug,Insect,March,60.5,High,High temperature stress,Use sticky traps and neem oil,IPM,ICAR advisory,False,60.5,2025
411,Groundnut,Karnataka,South,Tea Mosquito Bug,Insect,August,43.0,Medium,Invasive pest spread,Adopt resistant varieties,Cultural,KVK alert,False,43.0,2025
412,Cotton,Maharashtra,West,Wilt,Fungal,May,38.1,Medium,Excess nitrogen use,Adopt resistant varieties,Cultural,Farmer field report,False,38.1,2025
413,Onion,Rajasthan,West,Wilt,Fungal,January,61.3,High,Poor drainage,Adopt resistant varieties,Cultural,KVK alert,False,61.3,2025
414,Sugarcane,Andhra Pradesh,South,Late Blight,Fungal,April,35.1,Medium,Continuous monocropping,Use pheromone traps and neem spray,Biological,PPQS report,False,35.1,2025
415,Chilli,Assam,East,Wilt,Fungal,November,77.8,High,High temperature stress,Use sticky traps and neem oil,IPM,State Agriculture Dept,False,77.8,2025
416,Brinjal,Himachal Pradesh,North,Tea Mosquito Bug,Insect,December,23.9,Low,Excess nitrogen use,Use sticky traps and neem oil,IPM,State Agriculture Dept,False,23.9,2025
417,Soybean,Gujarat,West,Stem Borer,Insect,July,41.5,Medium,High temperature stress,Use sticky traps and neem oil,IPM,Farmer field report,False,41.5,2025
418,Chilli,Andhra Pradesh,South,Brown Planthopper,Insect,September,60.1,High,Continuous monocropping,Integrated Pest Management practices,IPM,PPQS report,False,60.1,2025
419,Groundnut,Maharashtra,West,Brown Planthopper,Insect,July,58.0,Medium,Poor drainage,Use pheromone traps and neem spray,Biological,State Agriculture Dept,False,58.0,2025
420,Tomato,Chhattisgarh,Central,Stem Borer,Insect,January,44.8,Medium,Heavy rainfall and waterlogging,Use sticky traps and neem oil,IPM,KVK alert,False,44.8,2025
421,Cotton,Madhya Pradesh,Central,Wilt,Fungal,April,79.0,High,Uncontrolled weeds,Crop rotation and field sanitation,Cultural,KVK alert,False,79.0,2025
422,Pigeonpea,Kerala,South,Late Blight,Fungal,April,89.6,High,Uncontrolled weeds,Adopt resistant varieties,Cultural,PPQS report,False,89.6,2025
423,Mustard,Maharashtra,West,Late Blight,Fungal,March,,,Uncontrolled weeds,Apply recommended fungicides,Chemical,Farmer field report,True,43.0,2025
424,Chilli,Odisha,East,Thrips,Insect,November,16.9,Low,Heavy rainfall and waterlogging,Apply recommended fungicides,Chemical,State Agriculture Dept,False,16.9,2025
425,Pigeonpea,Gujarat,West,Wilt,Fungal,July,68.9,High,Uncontrolled weeds,Use pheromone traps and neem spray,Biological,ICAR advisory,False,68.9,2025
426,Apple,Telangana,South,Brown Planthopper,Insect,June,47.7,Medium,Invasive pest spread,Release Trichogramma parasitoids,Biological,Farmer field report,False,47.7,2025
427,Wheat,Andhra Pradesh,South,Fall Armyworm,Insect,September,34.2,Medium,High temperature stress,Adopt resistant varieties,Cultural,State Agriculture Dept,False,34.2,2025
428,Sugarcane,Jharkhand,East,Brown Planthopper,Insect,October,23.6,Low,Heavy rainfall and waterlogging,Crop rotation and field sanitation,Cultural,KVK alert,False,23.6,2025
429,Sugarcane,Karnataka,South,Fruit Borer,Insect,December,21.3,Low,Continuous monocropping,Crop rotation and field sanitation,Cultural,ICAR advisory,False,21.3,2025
430,Sugarcane,Himachal Pradesh,North,Tea Mosquito Bug,Insect,May,84.1,High,Uncontrolled weeds,Crop rotation and field sanitation,Cultural,Farmer field report,False,84.1,2025
431,Groundnut,Assam,East,Fruit Borer,Insect,July,35.2,Medium,Heavy rainfall and waterlogging,Use sticky traps and neem oil,IPM,PPQS report,False,35.2,2025
432,Apple,Rajasthan,West,Brown Planthopper,Insect,April,28.4,Low,High humidity,Integrated Pest Management practices,IPM,State Agriculture Dept,False,28.4,2025
433,Tomato,Rajasthan,West,Late Blight,Fungal,February,84.2,High,High humidity,Integrated Pest Management practices,IPM,State Agriculture Dept,False,84.2,2025
434,Apple,Himachal Pradesh,North,Whitefly,Insect,August,67.6,High,Poor drainage,Use pheromone traps and neem spray,Biological,State Agriculture Dept,False,67.6,2025
435,Maize,Gujarat,West,Tea Mosquito Bug,Insect,May,23.5,Low,Delayed sowing,Use sticky traps and neem oil,IPM,State Agriculture Dept,False,23.5,2025
436,Tea,Chhattisgarh,Central,Leaf Rust,Fungal,October,10.3,Low,Excess nitrogen use,Apply recommended fungicides,Chemical,KVK alert,False,10.3,2025
437,Maize,Madhya Pradesh,Central,Sigatoka,Fungal,August,81.0,High,High humidity,Crop rotation and field sanitation,Cultural,ICAR advisory,False,81.0,2025
438,Pigeonpea,Odisha,East,Thrips,Insect,February,22.3,Low,Continuous monocropping,Integrated Pest Management practices,IPM,KVK alert,False,22.3,2025
439,Brinjal,Uttar Pradesh,North,Thrips,Insect,November,,,High humidity,Adopt resistant varieties,Cultural,Farmer field report,True,63.0,2025
440,Onion,Chhattisgarh,Central,Blast,Fungal,April,74.1,High,Uncontrolled weeds,Crop rotation and field sanitation,Cultural,ICAR advisory,False,74.1,2025
441,Maize,Jharkhand,East,Thrips,Insect,July,30.4,Medium,Unbalanced fertilizer use,Use sticky traps and neem oil,IPM,KVK alert,False,30.4,2025
442,Maize,Andhra Pradesh,South,Tea Mosquito Bug,Insect,April,72.4,High,Uncontrolled weeds,Adopt resistant varieties,Cultural,PPQS report,False,72.4,2025
443,Cotton,Bihar,East,Whitefly,Insect,July,83.7,High,Excess nitrogen use,Apply recommended fungicides,Chemical,State Agriculture Dept,False,83.7,2025
444,Cotton,Odisha,East,Aphids,Insect,April,80.8,High,Heavy rainfall and waterlogging,Crop rotation and field sanitation,Cultural,Farmer field report,False,80.8,2025
445,Coffee,Haryana,North,Stem Borer,Insect,July,59.1,Medium,High temperature stress,Adopt resistant varieties,Cultural,KVK alert,False,59.1,2025
446,Maize,Telangana,South,Aphids,Insect,June,64.1,High,Poor drainage,Integrated Pest Management practices,IPM,Farmer field report,False,64.1,2025
447,Mango,Karnataka,South,Fall Armyworm,Insect,August,82.6,High,Heavy rainfall and waterlogging,Crop rotation and field sanitation,Cultural,PPQS report,False,82.6,2025
448,Sugarcane,Bihar,East,Tea Mosquito Bug,Insect,April,33.6,Medium,High humidity,Release Trichogramma parasitoids,Biological,ICAR advisory,False,33.6,2025
449,Wheat,Assam,East,Stem Borer,Insect,September,17.6,Low,Excess nitrogen use,Use sticky traps and neem oil,IPM,State Agriculture Dept,False,17.6,2025
450,Banana,Uttar Pradesh,North,Thrips,Insect,February,11.3,Low,Heavy rainfall and waterlogging,Apply recommended fungicides,Chemical,PPQS report,False,11.3,2025
451,Pigeonpea,Telangana,South,Stem Borer,Insect,July,33.8,Medium,Excess nitrogen use,Adopt resistant varieties,Cultural,KVK alert,False,33.8,2025
452,Brinjal,Uttarakhand,North,Sigatoka,Fungal,May,83.4,High,Poor drainage,Apply recommended fungicides,Chemical,PPQS report,False,83.4,2025
453,Maize,Uttarakhand,North,Fall Armyworm,Insect,November,52.8,Medium,High humidity,Integrated Pest Management practices,IPM,ICAR advisory,False,52.8,2025
454,Rice,Maharashtra,West,Tikka Leaf Spot,Fungal,August,42.4,Medium,Excess nitrogen use,Adopt resistant varieties,Cultural,KVK alert,False,42.4,2025
455,Soybean,Uttarakhand,North,Tea Mosquito Bug,Insect,October,63.9,High,High temperature stress,Use sticky traps and neem oil,IPM,State Agriculture Dept,False,63.9,2025
456,Maize,Kerala,South,Blast,Fungal,January,75.3,High,Unbalanced fertilizer use,Use sticky traps and neem oil,IPM,ICAR advisory,False,75.3,2025
457,Potato,Himachal Pradesh,North,Tikka Leaf Spot,Fungal,March,44.9,Medium,Delayed sowing,Apply recommended fungicides,Chemical,ICAR advisory,False,44.9,2025
458,Soybean,Rajasthan,West,Blast,Fungal,August,19.3,Low,Poor drainage,Adopt resistant varieties,Cultural,KVK alert,False,19.3,2025
459,Okra,Himachal Pradesh,North,Brown Planthopper,Insect,August,26.1,Low,Excess nitrogen use,Use sticky traps and neem oil,IPM,KVK alert,False,26.1,2025
460,Wheat,West Bengal,East,Brown Planthopper,Insect,February,67.0,High,High temperature stress,Use sticky traps and neem oil,IPM,KVK alert,False,67.0,2025
461,Tea,Uttarakhand,North,Wilt,Fungal,September,13.0,Low,High temperature stress,Integrated Pest Management practices,IPM,Farmer field report,False,13.0,2025
462,Tea,Uttarakhand,North,Coffee Berry Borer,Insect,November,79.4,High,Unbalanced fertilizer use,Adopt resistant varieties,Cultural,ICAR advisory,False,79.4,2025
463,Mango,Andhra Pradesh,South,Late Blight,Fungal,October,15.1,Low,High temperature stress,Integrated Pest Management practices,IPM,ICAR advisory,False,15.1,2025
464,Okra,Uttarakhand,North,Tikka Leaf Spot,Fungal,June,44.9,Medium,Poor drainage,Crop rotation and field sanitation,Cultural,PPQS report,False,44.9,2025
465,Okra,Odisha,East,Whitefly,Insect,April,57.0,Medium,Invasive pest spread,Release Trichogramma parasitoids,Biological,KVK alert,False,57.0,2025
466,Sugarcane,Bihar,East,Wilt,Fungal,December,43.3,Medium,Invasive pest spread,Use sticky traps and neem oil,IPM,KVK alert,False,43.3,2025
467,Tomato,Uttarakhand,North,Leaf Rust,Fungal,May,16.9,Low,Heavy rainfall and waterlogging,Apply recommended fungicides,Chemical,PPQS report,False,16.9,2025
468,Potato,Maharashtra,West,Thrips,Insect,August,43.3,Medium,Heavy rainfall and waterlogging,Crop rotation and field sanitation,Cultural,PPQS report,False,43.3,2025
469,Potato,Jharkhand,East,Brown Planthopper,Insect,January,30.9,Medium,Poor drainage,Apply recommended fungicides,Chemical,Farmer field report,False,30.9,2025
470,Wheat,Karnataka,South,Fruit Borer,Insect,July,28.1,Low,Delayed sowing,Apply recommended fungicides,Chemical,KVK alert,False,28.1,2025
471,Groundnut,West Bengal,East,Sigatoka,Fungal,June,71.6,High,Delayed sowing,Crop rotation and field sanitation,Cultural,PPQS report,False,71.6,2025
472,Mango,Uttarakhand,North,Tikka Leaf Spot,Fungal,February,84.1,High,Heavy rainfall and waterlogging,Use sticky traps and neem oil,IPM,KVK alert,False,84.1,2025
473,Cotton,Tamil Nadu,South,Sigatoka,Fungal,October,78.7,High,Continuous monocropping,Use sticky traps and neem oil,IPM,Farmer field report,False,78.7,2025
474,Wheat,Assam,East,Stem Borer,Insect,March,79.7,High,Invasive pest spread,Apply recommended fungicides,Chemical,State Agriculture Dept,False,79.7,2025
475,Brinjal,Assam,East,Whitefly,Insect,December,22.3,Low,Invasive pest spread,Crop rotation and field sanitation,Cultural,PPQS report,False,22.3,2025
476,Cotton,Gujarat,West,Whitefly,Insect,July,10.5,Low,Heavy rainfall and waterlogging,Crop rotation and field sanitation,Cultural,State Agriculture Dept,False,10.5,2025
477,Mango,Maharashtra,West,Stem Borer,Insect,May,70.4,High,Invasive pest spread,Adopt resistant varieties,Cultural,PPQS report,False,70.4,2025
478,Sugarcane,Assam,East,Late Blight,Fungal,April,44.3,Medium,High temperature stress,Integrated Pest Management practices,IPM,Farmer field report,False,44.3,2025
479,Banana,Andhra Pradesh,South,Whitefly,Insect,March,67.4,High,Delayed sowing,Use pheromone traps and neem spray,Biological,ICAR advisory,False,67.4,2025
480,Onion,West Bengal,East,Late Blight,Fungal,March,41.5,Medium,High humidity,Adopt resistant varieties,Cultural,PPQS report,False,41.5,2025
481,Tea,Telangana,South,Tikka Leaf Spot,Fungal,December,80.1,High,Uncontrolled weeds,Integrated Pest Management practices,IPM,KVK alert,False,80.1,2025
482,Apple,Bihar,East,Wilt,Fungal,December,37.5,Medium,Uncontrolled weeds,Release Trichogramma parasitoids,Biological,Farmer field report,False,37.5,2025
483,Sugarcane,Punjab,North,Whitefly,Insect,November,53.6,Medium,Excess nitrogen use,Adopt resistant varieties,Cultural,KVK alert,False,53.6,2025
484,Banana,Punjab,North,Sigatoka,Fungal,April,16.7,Low,Delayed sowing,Crop rotation and field sanitation,Cultural,KVK alert,False,16.7,2025
485,Sugarcane,Assam,East,Aphids,Insect,May,50.9,Medium,Uncontrolled weeds,Release Trichogramma parasitoids,Biological,State Agriculture Dept,False,50.9,2025
486,Tomato,Andhra Pradesh,South,Brown Planthopper,Insect,September,29.3,Low,Uncontrolled weeds,Adopt resistant varieties,Cultural,KVK alert,False,29.3,2025
487,Mango,Tamil Nadu,South,Wilt,Fungal,January,30.8,Medium,Delayed sowing,Crop rotation and field sanitation,Cultural,ICAR advisory,False,30.8,2025
488,Wheat,Tamil Nadu,South,Whitefly,Insect,May,10.4,Low,Invasive pest spread,Apply recommended fungicides,Chemical,Farmer field report,False,10.4,2025
489,Tea,Jharkhand,East,Tea Mosquito Bug,Insect,October,33.9,Medium,Excess nitrogen use,Adopt resistant varieties,Cultural,PPQS report,False,33.9,2025
490,Pigeonpea,Assam,East,Wilt,Fungal,April,51.3,Medium,Unbalanced fertilizer use,Use sticky traps and neem oil,IPM,State Agriculture Dept,False,51.3,2025
491,Brinjal,Tamil Nadu,South,Blast,Fungal,December,43.0,Medium,Continuous monocropping,Use pheromone traps and neem spray,Biological,KVK alert,False,43.0,2025
492,Sugarcane,Himachal Pradesh,North,Leaf Rust,Fungal,August,64.1,High,High temperature stress,Release Trichogramma parasitoids,Biological,Farmer field report,False,64.1,2025
493,Mango,Punjab,North,Tea Mosquito Bug,Insect,May,60.9,High,Heavy rainfall and waterlogging,Adopt resistant varieties,Cultural,KVK alert,False,60.9,2025
494,Mustard,Maharashtra,West,Blast,Fungal,September,66.9,High,Poor drainage,Adopt resistant varieties,Cultural,Farmer field report,False,66.9,2025
495,Mango,Tamil Nadu,South,Wilt,Fungal,April,12.6,Low,Poor drainage,Release Trichogramma parasitoids,Biological,State Agriculture Dept,False,12.6,2025
496,Cotton,Uttarakhand,North,Tea Mosquito Bug,Insect,July,39.6,Medium,Uncontrolled weeds,Use pheromone traps and neem spray,Biological,Farmer field report,False,39.6,2025
497,Sugarcane,Tamil Nadu,South,Fruit Borer,Insect,May,34.3,Medium,Heavy rainfall and waterlogging,Use pheromone traps and neem spray,Biological,PPQS report,False,34.3,2025
498,Sugarcane,Chhattisgarh,Central,Late Blight,Fungal,January,34.4,Medium,Uncontrolled weeds,Apply recommended fungicides,Chemical,PPQS report,False,34.4,2025
499,Okra,Andhra Pradesh,South,Stem Borer,Insect,September,79.6,High,High temperature stress,Integrated Pest Management practices,IPM,Farmer field report,False,79.6,2025
500,Soybean,Chhattisgarh,Central,Whitefly,Insect,June,48.0,Medium,Excess nitrogen use,Apply recommended fungicides,Chemical,PPQS report,False,48.0,2025
